"river_basin","mean_shannon","sd_shannon","mean_number_of_species","sd_number_of_species","mean_evenness","sd_evenness","mean_margalef","sd_margalef","n"
"Marau",1.73840800996648,0.626226474418005,17.7,16.8921414996573,0.765160958059509,0.207541679819462,3.46950584834138,1.96112608756169,10
"Serinhaem",1.83099111680496,0.882408173516653,15.5,11.7473401244707,0.751487879845248,0.210981752958665,3.43061680976681,2.14580287278745,8
"Sorojo",1.93780111401358,0.637409541599079,16.4166666666667,12.2360000396248,0.803841289057209,0.117139146692031,3.37308459486045,1.70042761094367,12
